#t	CM_X	CM_Y	0_X	0_Y	0_P	1_X	1_Y	1_P	2_X	2_Y	2_P	3_X	3_Y	3_P	4_X	4_Y	4_P	5_X	5_Y	5_P	6_X	6_Y	6_P	7_X	7_Y	7_P	8_X	8_Y	8_P	9_X	9_Y	9_P	10_X	10_Y	10_P	11_X	11_Y	11_P	12_X	12_Y	12_P	13_X	13_Y	13_P	z_plane
27.50	3632.22	765.45	3469.41	740.37	0.84	3522.69	720.76	0.77	3505.17	709.15	0.84	3422.11	713.36	0.80	3357.89	710.64	0.77	3505.14	710.63	0.83	3420.81	722.16	0.77	3357.69	720.28	0.80	3687.78	766.38	0.88	3774.69	850.08	0.79	3890.04	815.70	0.81	3687.53	767.09	0.87	3774.75	850.20	0.79	3890.02	815.86	0.83	0.00
27.52	3623.80	762.31	3458.68	739.99	0.84	3515.34	722.89	0.78	3494.36	708.65	0.83	3412.03	712.46	0.80	3347.82	707.54	0.78	3495.20	710.81	0.83	3412.18	721.66	0.78	3346.64	717.16	0.81	3679.35	757.89	0.89	3765.72	841.23	0.78	3884.31	832.75	0.80	3678.85	758.49	0.87	3765.86	841.91	0.77	3883.76	833.14	0.82	0.00
27.54	3614.23	759.35	3447.43	741.52	0.86	3504.04	722.62	0.76	3481.66	709.76	0.84	3401.95	710.08	0.80	3340.57	704.58	0.75	3482.11	710.71	0.84	3404.06	719.56	0.75	3336.87	712.59	0.79	3667.29	751.96	0.89	3761.99	833.05	0.79	3882.57	847.94	0.76	3666.87	752.08	0.89	3761.95	833.48	0.77	3883.38	848.00	0.77	0.00
27.56	3604.30	756.74	3434.71	740.69	0.87	3493.40	723.39	0.78	3470.24	709.51	0.84	3392.28	707.68	0.80	3330.42	701.53	0.76	3470.67	709.66	0.85	3392.39	714.62	0.75	3327.06	707.42	0.76	3657.82	749.49	0.88	3754.59	821.37	0.76	3869.17	857.36	0.77	3657.54	749.38	0.88	3754.59	821.38	0.76	3869.79	857.81	0.78	0.00
27.58	3593.75	753.84	3425.31	740.35	0.87	3485.42	724.47	0.78	3459.49	709.36	0.85	3384.47	706.46	0.77	3321.06	699.44	0.71	3460.38	709.87	0.85	3384.15	710.00	0.76	3316.91	697.89	0.71	3644.85	746.77	0.87	3745.25	809.55	0.74	3854.05	859.11	0.82	3644.64	746.89	0.88	3745.25	809.20	0.75	3853.20	859.96	0.79	0.00
27.60	3582.57	750.72	3414.73	739.63	0.85	3474.57	723.96	0.79	3448.39	708.88	0.85	3375.20	706.20	0.76	3309.02	694.21	0.72	3449.59	709.38	0.85	3373.97	706.48	0.77	3305.95	691.52	0.72	3631.78	745.20	0.88	3735.95	798.92	0.73	3844.86	853.54	0.84	3631.48	745.39	0.89	3736.58	798.42	0.75	3843.63	853.67	0.80	0.00
27.62	3573.06	747.32	3406.06	736.83	0.85	3465.00	722.71	0.80	3440.67	707.65	0.84	3363.94	702.87	0.77	3300.22	690.16	0.71	3443.00	708.33	0.86	3363.95	704.28	0.76	3296.54	688.60	0.75	3621.13	742.90	0.88	3727.36	791.60	0.69	3840.40	841.67	0.85	3620.49	743.79	0.88	3727.64	790.33	0.69	3839.68	842.17	0.80	0.00
27.64	3564.56	744.38	3396.14	734.33	0.85	3456.07	721.54	0.82	3429.48	705.42	0.85	3352.11	700.19	0.79	3288.30	687.41	0.74	3431.31	706.10	0.85	3353.70	699.84	0.77	3284.89	684.08	0.76	3612.83	741.59	0.88	3719.21	784.74	0.73	3838.60	828.81	0.84	3612.00	743.05	0.87	3719.65	784.45	0.73	3837.88	829.04	0.82	0.00
27.66	3553.34	740.25	3384.72	730.98	0.85	3443.28	719.96	0.84	3417.77	701.70	0.85	3339.61	695.35	0.78	3278.83	684.44	0.72	3417.73	702.32	0.85	3341.96	697.99	0.76	3273.91	682.26	0.75	3600.33	737.12	0.86	3711.42	777.83	0.74	3833.35	812.05	0.83	3599.50	740.56	0.84	3711.80	778.94	0.73	3833.05	812.38	0.82	0.00
27.68	3545.24	739.66	3376.51	727.19	0.84	3434.05	717.07	0.83	3410.46	699.89	0.85	3331.11	692.70	0.79	3269.53	682.31	0.71	3411.47	702.33	0.84	3332.09	697.34	0.74	3263.94	681.52	0.71	3591.49	743.43	0.84	3705.24	774.61	0.78	3830.56	796.34	0.85	3590.90	745.63	0.84	3705.35	775.36	0.75	3829.90	796.34	0.83	0.00
27.70	3536.65	736.87	3366.25	721.08	0.80	3425.39	714.58	0.82	3399.97	696.28	0.83	3320.11	690.06	0.78	3257.62	680.76	0.69	3402.65	696.62	0.83	3321.45	694.11	0.74	3250.60	679.32	0.72	3583.33	743.45	0.85	3698.16	770.97	0.79	3822.43	780.55	0.84	3582.55	745.81	0.85	3697.48	771.66	0.79	3821.48	780.88	0.82	0.00
27.72	3528.76	735.94	3360.85	716.49	0.79	3417.80	711.56	0.81	3395.04	693.31	0.83	3313.99	688.49	0.78	3250.83	681.93	0.71	3397.48	693.87	0.84	3315.71	692.06	0.74	3245.37	680.94	0.73	3574.66	746.15	0.82	3689.68	770.15	0.80	3813.67	764.87	0.82	3573.81	750.39	0.84	3689.11	770.52	0.79	3812.35	766.59	0.82	0.00
27.74	3518.98	732.94	3350.33	711.51	0.79	3408.50	706.61	0.81	3385.78	688.93	0.84	3305.92	688.27	0.80	3243.99	681.88	0.72	3387.61	690.24	0.83	3308.97	689.77	0.75	3238.50	681.54	0.73	3563.50	745.32	0.86	3681.43	770.48	0.81	3803.46	751.10	0.82	3562.60	748.38	0.85	3680.54	770.58	0.81	3802.73	752.14	0.80	0.00
27.76	3504.76	731.53	3341.99	711.24	0.79	3399.18	703.27	0.80	3376.32	687.23	0.84	3296.58	686.84	0.79	3233.38	681.85	0.72	3376.67	688.56	0.83	3298.51	689.01	0.75	3228.72	681.16	0.72	3544.64	744.45	0.81	3664.98	773.21	0.84	3789.02	738.49	0.83	3543.59	747.62	0.82	3664.48	773.51	0.82	3786.85	741.21	0.79	0.00
27.78	3497.55	729.67	3332.31	709.65	0.81	3389.32	699.09	0.80	3365.74	685.21	0.83	3285.36	684.42	0.81	3221.54	679.55	0.74	3367.92	686.99	0.83	3288.17	688.09	0.78	3218.57	683.03	0.75	3541.50	743.14	0.86	3658.21	777.54	0.83	3773.65	728.70	0.82	3541.07	744.68	0.85	3657.78	777.75	0.80	3770.66	731.36	0.79	0.00
27.80	3488.47	728.91	3325.35	709.40	0.83	3381.59	698.36	0.78	3359.49	683.16	0.84	3277.64	683.22	0.82	3212.86	678.64	0.77	3360.46	684.25	0.83	3278.38	687.37	0.77	3210.47	684.00	0.75	3532.82	738.34	0.85	3648.41	786.73	0.84	3755.10	721.68	0.84	3532.06	739.68	0.84	3647.28	786.76	0.82	3753.32	725.56	0.77	0.00
27.82	3481.85	728.36	3318.90	709.35	0.85	3376.50	695.70	0.78	3353.61	682.17	0.84	3270.74	682.35	0.82	3205.70	678.72	0.79	3355.23	683.02	0.83	3270.58	688.00	0.77	3206.24	686.35	0.79	3526.92	735.28	0.85	3639.93	794.89	0.83	3741.98	719.30	0.80	3526.22	735.96	0.84	3639.41	795.37	0.82	3737.84	723.40	0.73	0.00
27.84	3474.99	728.13	3313.66	710.26	0.84	3369.68	694.78	0.79	3346.77	679.56	0.84	3264.90	683.04	0.80	3198.34	679.16	0.78	3347.86	681.25	0.84	3264.57	689.57	0.75	3197.38	688.11	0.82	3521.31	731.16	0.85	3631.54	800.43	0.84	3730.20	728.47	0.80	3520.81	732.05	0.84	3629.79	800.57	0.83	3727.07	728.74	0.79	0.00
27.86	3466.91	727.45	3302.09	712.35	0.86	3362.01	693.45	0.79	3337.19	680.97	0.84	3256.31	681.58	0.81	3189.29	675.94	0.78	3339.47	681.40	0.84	3254.21	688.82	0.76	3190.53	685.94	0.84	3515.62	726.91	0.88	3619.13	802.29	0.82	3721.67	742.00	0.81	3515.11	727.87	0.86	3618.41	802.96	0.83	3721.21	742.32	0.79	0.00
27.88	3459.36	725.18	3293.91	712.41	0.83	3353.27	691.36	0.78	3330.74	679.84	0.85	3247.90	681.48	0.78	3181.38	675.62	0.73	3330.24	680.45	0.84	3245.93	687.92	0.77	3182.56	686.25	0.83	3509.02	721.79	0.89	3610.13	798.76	0.78	3719.05	756.61	0.83	3508.51	722.45	0.89	3610.01	799.69	0.79	3719.26	756.59	0.84	0.00
27.90	3449.99	723.50	3281.53	712.19	0.84	3343.04	692.82	0.78	3319.57	681.29	0.84	3237.71	681.05	0.77	3169.27	676.90	0.74	3319.82	681.98	0.85	3235.66	687.81	0.78	3169.73	685.80	0.81	3499.23	716.38	0.89	3601.95	792.92	0.78	3718.15	771.95	0.78	3498.64	717.26	0.88	3602.41	793.50	0.79	3718.74	772.66	0.81	0.00
27.92	3441.43	720.66	3270.65	711.07	0.84	3334.12	694.11	0.78	3309.69	682.05	0.84	3228.30	680.85	0.74	3161.75	679.96	0.77	3310.94	682.15	0.85	3227.51	686.90	0.75	3162.54	687.02	0.79	3491.11	709.70	0.89	3593.54	783.90	0.76	3712.27	784.32	0.82	3490.28	711.21	0.86	3594.00	784.62	0.75	3712.00	785.65	0.84	0.00
27.94	3433.87	718.24	3262.41	709.21	0.83	3324.74	695.72	0.79	3299.14	681.17	0.85	3217.47	679.29	0.78	3151.33	683.49	0.74	3299.37	681.43	0.84	3217.30	686.19	0.80	3151.43	687.87	0.74	3485.34	707.44	0.89	3586.83	769.92	0.77	3705.55	793.66	0.84	3484.50	709.30	0.86	3587.04	770.70	0.76	3705.76	794.80	0.83	0.00
27.96	3426.51	716.56	3256.70	708.34	0.81	3317.14	697.72	0.81	3292.78	680.90	0.84	3210.19	681.78	0.77	3143.49	688.68	0.74	3294.03	683.25	0.84	3212.34	685.71	0.78	3141.96	688.40	0.75	3477.69	705.67	0.89	3580.99	759.63	0.72	3694.46	799.24	0.82	3476.95	707.54	0.86	3579.91	758.91	0.70	3695.23	800.18	0.80	0.00
27.98	3420.56	714.99	3250.61	708.04	0.78	3315.05	698.85	0.82	3287.47	680.73	0.85	3205.49	684.78	0.77	3139.67	689.48	0.70	3288.63	682.12	0.83	3206.04	684.89	0.73	3135.75	688.41	0.73	3470.55	705.38	0.88	3570.93	751.55	0.68	3684.62	795.41	0.80	3469.94	707.20	0.86	3573.37	749.06	0.71	3683.12	795.85	0.76	0.00
28.00	3412.24	711.42	3244.32	706.57	0.77	3306.72	698.18	0.81	3279.81	679.71	0.82	3199.80	683.91	0.78	3127.37	684.66	0.76	3280.25	681.62	0.80	3198.15	688.19	0.76	3127.12	691.11	0.72	3461.72	699.90	0.85	3561.04	749.38	0.60	3675.49	784.80	0.64	3461.02	705.34	0.79	3567.03	735.39	0.72	3675.13	782.19	0.65	0.00
28.02	3399.71	709.15	3226.51	703.45	0.76	3290.23	695.61	0.80	3265.69	680.35	0.81	3184.22	685.65	0.76	3112.50	683.55	0.72	3265.95	681.87	0.80	3180.29	689.68	0.70	3108.99	688.06	0.77	3447.94	701.30	0.86	3556.98	749.35	0.57	3689.25	765.26	0.37	3446.79	704.92	0.83	3558.81	729.40	0.70	3678.02	761.19	0.70	0.00
28.04	3383.79	707.67	3203.23	704.43	0.72	3270.13	692.57	0.78	3246.85	679.63	0.80	3165.36	684.88	0.77	3095.08	681.51	0.69	3246.56	680.16	0.79	3162.78	685.67	0.70	3092.83	683.82	0.74	3430.74	700.17	0.87	3557.05	752.64	0.62	3664.34	794.46	0.46	3429.40	702.64	0.86	3552.43	723.09	0.75	3672.61	744.23	0.84	0.00
28.06	3373.01	706.94	3192.21	705.74	0.76	3261.52	691.94	0.78	3236.07	680.35	0.81	3155.84	682.44	0.78	3085.00	677.60	0.74	3236.72	681.42	0.80	3153.64	684.96	0.70	3082.22	682.98	0.72	3416.97	702.13	0.84	3547.45	747.07	0.59	3654.72	787.56	0.56	3415.58	705.63	0.84	3544.03	719.57	0.68	3664.15	727.78	0.85	0.00
28.08	3368.82	704.04	3195.39	714.13	0.77	3258.26	689.83	0.78	3233.30	678.31	0.81	3148.22	680.24	0.79	3074.71	672.31	0.74	3234.35	678.87	0.80	3148.05	683.40	0.75	3072.01	679.42	0.77	3413.59	702.49	0.82	3535.40	712.86	0.74	3658.12	711.29	0.42	3412.15	709.10	0.82	3538.14	743.22	0.64	3653.12	712.88	0.70	0.00
28.10	3361.18	702.28	3190.82	721.11	0.63	3248.00	685.13	0.75	3227.62	673.72	0.82	3138.41	676.75	0.78	3063.96	669.14	0.78	3228.41	674.48	0.82	3138.43	681.23	0.74	3064.95	677.65	0.77	3409.72	700.04	0.84	3524.16	711.04	0.73	3647.79	694.59	0.81	3409.13	707.15	0.81	3525.34	732.77	0.67	3643.66	772.99	0.72	0.00
28.12	3351.70	695.43	3181.47	678.87	0.59	3238.68	677.40	0.71	3221.96	670.79	0.80	3129.22	674.61	0.77	3056.70	668.04	0.72	3223.27	671.41	0.83	3130.03	677.76	0.67	3055.21	671.45	0.76	3400.79	701.19	0.87	3512.80	710.78	0.75	3635.28	683.67	0.81	3400.14	705.11	0.84	3513.55	720.58	0.63	3636.78	766.27	0.73	0.00
28.14	3341.21	692.87	3172.37	670.37	0.76	3228.62	672.45	0.75	3217.13	669.06	0.79	3122.87	672.64	0.74	3051.16	666.63	0.66	3218.07	668.68	0.81	3121.94	673.09	0.64	3049.71	666.34	0.71	3388.95	699.75	0.82	3503.62	711.20	0.77	3621.20	671.87	0.82	3387.51	707.94	0.81	3503.19	719.31	0.65	3626.32	756.40	0.74	0.00
28.16	3328.74	691.25	3160.30	666.19	0.83	3209.09	667.89	0.81	3211.29	670.07	0.77	3115.50	673.47	0.49	3210.59	748.60	0.67	3203.21	666.12	0.75	3103.14	668.27	0.80	3032.44	660.48	0.79	3376.50	696.36	0.82	3494.96	710.76	0.75	3602.35	665.67	0.84	3373.55	710.59	0.83	3494.09	717.86	0.70	3619.34	748.04	0.76	0.00
28.18	3318.71	690.09	3148.05	665.07	0.85	3199.76	664.54	0.79	3197.94	667.96	0.73	3104.61	667.89	0.71	3219.21	728.79	0.53	3193.72	660.68	0.69	3096.56	665.31	0.63	3023.99	657.38	0.77	3366.24	697.49	0.80	3486.67	706.16	0.74	3584.65	663.10	0.81	3362.83	712.12	0.83	3483.24	724.58	0.74	3610.42	737.46	0.79	0.00
28.20	3306.27	687.38	3134.32	660.45	0.83	3188.97	661.01	0.77	3183.37	667.37	0.77	3089.96	664.74	0.72	3014.02	653.83	0.47	3182.68	654.33	0.56	3084.83	662.80	0.48	3014.38	653.22	0.70	3357.16	687.99	0.57	3478.88	700.63	0.64	3568.29	667.59	0.61	3351.03	719.40	0.82	3474.19	729.49	0.76	3601.03	728.63	0.72	0.00
28.22	3293.22	686.99	3122.58	659.10	0.75	3174.83	656.94	0.75	3169.26	662.69	0.73	3085.84	664.07	0.65	3237.21	727.28	0.39	3164.39	657.24	0.60	3073.16	660.22	0.72	2996.22	647.83	0.75	3336.07	688.87	0.65	3461.31	692.89	0.66	3589.78	715.22	0.52	3333.89	716.25	0.83	3459.16	735.22	0.75	3577.99	713.44	0.48	0.00
28.24	3282.94	684.32	3111.27	653.18	0.73	3165.36	657.65	0.74	3153.69	660.63	0.68	3069.72	661.90	0.20	3328.66	680.55	0.05	3146.48	660.36	0.63	3058.85	657.34	0.81	2986.71	646.56	0.79	3324.55	683.91	0.56	3447.31	690.15	0.76	3572.52	690.16	0.66	3322.33	714.93	0.83	3449.70	739.03	0.79	3575.91	703.84	0.61	0.00
28.26	3273.49	684.15	3101.02	655.18	0.75	3155.60	655.87	0.76	3143.18	659.18	0.64	3071.45	664.36	0.19	3325.81	673.46	0.12	3132.53	660.45	0.60	3053.46	656.43	0.82	2985.04	644.85	0.80	3313.00	695.00	0.62	3436.77	685.30	0.73	3574.93	689.10	0.69	3313.19	707.28	0.83	3438.07	739.57	0.77	3565.44	704.77	0.73	0.00
28.28	3268.72	680.05	3091.55	654.48	0.71	3146.09	649.85	0.81	3166.98	624.21	0.68	3248.08	640.84	0.44	3303.11	679.60	0.24	3122.38	662.19	0.78	3041.98	656.26	0.79	2972.28	644.03	0.78	3304.28	689.25	0.52	3427.21	681.75	0.76	3556.16	677.07	0.80	3303.98	706.62	0.82	3428.90	737.19	0.79	3552.46	720.29	0.71	0.00
28.30	3257.07	676.10	3075.77	651.94	0.70	3135.45	643.26	0.80	3163.98	617.68	0.75	3241.95	633.23	0.70	3287.52	672.69	0.35	3108.96	662.67	0.72	3035.73	655.16	0.80	2966.31	642.11	0.80	3288.90	688.83	0.50	3416.89	677.79	0.74	3546.05	668.61	0.81	3291.04	702.49	0.80	3418.97	731.43	0.78	3549.08	728.03	0.73	0.00
28.32	3248.13	674.58	3065.69	653.86	0.69	3128.97	637.98	0.79	3161.01	610.97	0.69	3233.56	623.69	0.70	3280.39	662.33	0.49	3099.98	659.87	0.74	3025.21	655.05	0.80	2954.49	642.91	0.74	3279.31	696.34	0.59	3413.57	726.09	0.63	3530.51	732.24	0.58	3280.37	697.54	0.66	3407.80	680.79	0.52	3528.43	661.92	0.73	0.00
28.34	3238.42	666.38	3058.96	653.24	0.66	3119.04	640.20	0.81	3146.96	607.42	0.74	3227.86	611.99	0.78	3279.05	657.47	0.55	3089.99	659.49	0.82	3013.87	655.07	0.82	2942.26	643.43	0.80	3272.69	658.49	0.61	3395.35	717.15	0.71	3517.41	734.07	0.82	3272.66	695.17	0.79	3395.96	676.45	0.77	3516.06	653.93	0.81	0.00
28.36	3221.67	663.96	3048.26	647.08	0.66	3112.44	637.29	0.83	3081.77	655.81	0.60	3015.90	661.64	0.49	2930.61	645.32	0.43	3143.62	597.14	0.56	3005.87	655.67	0.62	2936.02	645.57	0.69	3262.60	688.53	0.78	3384.64	677.06	0.75	3503.09	643.97	0.76	3266.11	657.65	0.65	3383.33	708.70	0.68	3510.90	733.72	0.20	0.00
28.38	3218.63	664.86	3035.53	648.71	0.55	3102.18	637.36	0.84	3122.03	597.85	0.64	3215.84	590.46	0.60	3272.51	635.10	0.63	3070.54	657.73	0.69	2995.65	657.21	0.80	2922.94	647.01	0.76	3254.70	675.87	0.72	3370.80	701.00	0.67	3497.24	723.72	0.78	3255.47	684.74	0.69	3366.29	690.48	0.46	3484.43	636.94	0.68	0.00
28.40	3211.09	659.93	3025.37	650.09	0.54	3090.45	635.06	0.87	3109.40	595.99	0.72	3207.89	585.50	0.64	3271.16	608.12	0.53	3056.87	657.06	0.73	2981.22	656.87	0.79	2910.35	649.93	0.76	3248.39	669.29	0.75	3369.01	697.41	0.70	3491.29	715.72	0.79	3249.10	677.24	0.76	3366.49	680.90	0.71	3474.53	629.19	0.78	0.00
28.42	3201.26	657.71	3026.13	649.71	0.63	3082.20	637.39	0.85	3099.29	598.18	0.78	3179.01	584.11	0.70	3251.37	582.19	0.70	3049.36	656.63	0.82	2973.47	660.55	0.84	2899.99	654.53	0.80	3238.95	648.41	0.79	3355.70	689.38	0.82	3482.43	703.75	0.81	3237.91	686.47	0.86	3354.86	686.12	0.71	3463.87	625.59	0.76	0.00
28.44	3195.09	655.94	3018.09	634.05	0.73	3074.94	637.74	0.85	3088.50	597.80	0.81	3172.04	577.65	0.72	3245.56	567.17	0.66	3042.33	656.93	0.80	2966.35	662.54	0.86	2890.36	660.49	0.80	3232.55	647.82	0.82	3353.54	686.36	0.82	3474.30	690.20	0.75	3232.17	686.23	0.85	3353.14	687.21	0.80	3451.03	627.34	0.44	0.00
28.46	3182.74	652.50	3005.56	630.93	0.76	3061.42	633.91	0.84	3076.74	596.49	0.77	3167.74	565.28	0.72	3244.16	550.87	0.41	3030.19	656.38	0.83	2960.54	666.56	0.82	2884.54	666.09	0.84	3219.63	645.75	0.80	3339.13	681.09	0.78	3463.67	675.81	0.79	3218.14	682.06	0.85	3339.83	684.57	0.72	3453.75	637.98	0.53	0.00
28.48	3172.51	655.33	2996.93	630.64	0.79	3052.80	638.79	0.86	3065.09	598.63	0.81	3142.41	557.85	0.69	3225.74	540.00	0.46	3020.73	659.24	0.83	2951.22	669.46	0.83	2874.68	674.63	0.81	3209.36	647.22	0.81	3327.97	676.12	0.77	3446.68	660.45	0.77	3208.64	685.04	0.85	3329.40	697.10	0.64	3445.75	660.52	0.80	0.00
28.50	3160.50	653.12	2988.36	632.18	0.77	3042.68	637.14	0.85	3054.75	595.52	0.82	3123.38	547.34	0.66	3200.09	531.08	0.51	3011.48	660.11	0.81	2942.73	672.80	0.83	2866.89	681.77	0.82	3197.67	646.06	0.81	3313.26	670.97	0.75	3433.74	649.47	0.65	3195.71	683.86	0.85	3314.98	689.65	0.59	3432.66	666.44	0.70	0.00
28.52	3155.07	649.92	2981.91	629.31	0.75	3037.86	634.22	0.86	3046.28	591.02	0.83	3108.26	536.75	0.63	3182.72	522.15	0.45	3004.82	661.30	0.84	2933.61	676.06	0.82	2859.60	692.28	0.80	3191.62	644.43	0.73	3308.49	664.77	0.74	3429.61	635.37	0.84	3191.16	679.73	0.84	3311.73	684.13	0.65	3430.28	680.95	0.74	0.00
28.54	3147.55	647.33	2973.38	627.15	0.75	3030.67	628.60	0.84	3041.54	581.96	0.82	3102.25	526.77	0.53	3109.21	520.98	0.38	2999.87	659.02	0.82	2927.64	679.68	0.87	2857.20	701.78	0.78	3188.73	649.33	0.66	3296.85	663.61	0.75	3413.42	624.89	0.82	3187.21	675.70	0.82	3299.31	675.67	0.62	3422.00	689.12	0.75	0.00
28.56	3127.99	652.32	2961.53	626.02	0.80	3018.44	618.53	0.83	2987.67	651.53	0.67	2914.09	685.55	0.70	2852.94	714.99	0.76	3027.86	582.99	0.55	2918.32	684.91	0.62	2844.37	720.19	0.31	3171.89	671.11	0.65	3286.18	665.17	0.77	3399.45	615.53	0.75	3174.57	665.86	0.61	3285.69	671.74	0.73	3413.15	695.07	0.82	0.00
28.58	3124.16	637.26	2950.91	624.62	0.77	3005.32	606.67	0.84	2981.89	645.67	0.84	2919.09	685.13	0.84	2859.14	721.50	0.82	3019.25	574.03	0.74	3067.90	514.29	0.73	3054.39	531.24	0.21	3161.03	665.91	0.84	3279.81	667.22	0.82	3384.16	610.49	0.66	3165.22	638.62	0.78	3277.62	669.35	0.77	3409.53	698.94	0.77	0.00
28.60	3113.57	635.16	2939.34	621.04	0.85	2994.84	603.14	0.86	2974.47	642.71	0.84	2922.57	686.82	0.82	2864.15	727.72	0.82	2998.70	566.74	0.74	3045.73	509.70	0.80	2932.60	505.48	0.75	3152.41	665.29	0.81	3270.94	674.48	0.85	3405.12	694.80	0.76	3158.18	634.20	0.84	3268.61	665.42	0.57	3353.80	615.21	0.33	0.00
28.62	3107.42	631.66	2930.26	617.23	0.84	2990.11	591.92	0.83	2971.20	633.52	0.77	2936.71	681.71	0.59	2877.91	729.71	0.80	3001.81	550.60	0.77	2946.19	507.16	0.72	2884.73	510.97	0.82	3147.85	662.51	0.76	3264.86	677.33	0.84	3397.12	683.49	0.79	3151.82	631.89	0.85	3265.17	656.61	0.64	3396.22	684.63	0.58	0.00
28.64	3097.60	634.13	2919.27	613.55	0.85	2977.56	593.73	0.86	2970.41	632.13	0.70	2942.06	682.84	0.72	2886.32	737.53	0.81	2967.12	562.21	0.88	2915.47	510.83	0.82	2844.32	519.10	0.84	3139.83	660.27	0.77	3258.86	682.30	0.75	3387.87	670.60	0.77	3144.11	635.75	0.81	3257.81	677.64	0.45	3385.65	671.13	0.55	0.00
28.66	3083.59	631.31	2907.83	610.87	0.88	2965.99	596.37	0.86	2965.66	629.35	0.67	2947.65	682.10	0.60	2899.24	739.19	0.81	2953.28	563.16	0.89	2887.01	517.60	0.83	2810.98	525.74	0.86	3123.08	655.21	0.72	3243.03	647.05	0.73	3377.96	656.07	0.78	3125.25	644.25	0.77	3248.05	684.12	0.75	3367.32	624.63	0.36	0.00
28.68	3074.27	631.63	2899.08	609.37	0.88	2956.86	598.20	0.85	2960.76	626.04	0.63	2955.05	673.78	0.67	2910.95	745.92	0.81	2946.08	565.97	0.89	2867.97	530.88	0.83	2792.25	529.84	0.85	3113.05	648.97	0.80	3234.75	640.64	0.79	3369.90	645.15	0.77	3112.63	650.79	0.82	3237.78	683.53	0.78	3366.47	646.08	0.74	0.00
28.70	3058.90	628.75	2887.29	605.94	0.89	2941.79	593.69	0.86	2951.54	613.63	0.67	2960.44	669.97	0.75	2923.09	744.07	0.79	2929.56	564.24	0.88	2851.72	545.12	0.80	2771.46	535.47	0.87	3094.44	642.71	0.76	3222.54	681.48	0.68	3343.18	663.66	0.68	3094.09	650.34	0.78	3225.88	637.34	0.75	3342.53	629.33	0.82	0.00
28.72	3048.00	626.99	2880.16	607.78	0.88	2934.21	589.25	0.85	2945.40	609.84	0.77	2966.53	666.45	0.75	2931.66	742.63	0.78	2919.15	564.04	0.87	2837.34	558.45	0.81	2760.21	548.90	0.86	3082.00	643.07	0.70	3205.93	673.57	0.67	3332.03	674.85	0.83	3081.03	649.60	0.78	3209.68	634.18	0.64	3328.66	618.98	0.75	0.00
28.74	3033.85	623.39	2868.54	604.37	0.86	2919.30	585.37	0.86	2932.98	607.43	0.76	2972.32	664.80	0.76	2939.36	740.20	0.83	2904.28	563.59	0.80	2813.41	567.72	0.83	2737.58	564.77	0.85	3064.68	638.98	0.81	3196.10	663.49	0.74	3320.37	681.06	0.85	3063.39	643.51	0.83	3198.85	635.63	0.65	3317.26	609.31	0.83	0.00
28.76	3017.03	621.61	2850.65	599.22	0.84	2900.73	584.68	0.82	2917.99	602.42	0.68	2973.62	657.71	0.70	2945.07	732.11	0.80	2886.65	570.10	0.66	2792.93	578.20	0.76	2715.99	579.61	0.82	3045.56	635.49	0.86	3182.60	654.93	0.76	3310.65	679.68	0.86	3044.61	639.09	0.86	3184.04	646.54	0.70	3303.81	601.68	0.77	0.00
28.78	3011.15	621.51	2845.22	599.01	0.85	2891.38	586.65	0.81	2904.50	589.38	0.59	2973.46	648.83	0.63	2950.76	728.97	0.79	2874.13	579.23	0.66	2785.34	587.53	0.77	2710.57	591.55	0.80	3043.32	634.52	0.87	3175.64	653.42	0.79	3300.65	671.70	0.84	3042.64	637.65	0.87	3175.66	649.85	0.78	3295.57	594.97	0.75	0.00
28.80	3003.39	624.13	2833.00	599.97	0.81	2881.42	592.36	0.80	2893.22	578.95	0.68	2968.15	633.48	0.63	2960.91	717.34	0.74	2866.98	599.62	0.58	2776.61	599.98	0.77	2704.17	599.03	0.73	3036.68	637.33	0.85	3171.22	648.67	0.71	3293.67	660.02	0.76	3035.59	642.11	0.85	3169.62	657.40	0.59	3284.78	589.06	0.76	0.00
28.82	2994.84	625.28	2826.60	603.77	0.82	2869.45	596.57	0.83	2882.81	577.69	0.74	2964.48	625.67	0.61	2970.17	714.24	0.75	2852.78	604.56	0.72	2761.88	607.25	0.78	2683.95	606.84	0.84	3031.74	630.66	0.83	3159.26	641.14	0.71	3281.81	646.78	0.81	3032.00	649.05	0.80	3159.25	664.46	0.65	3271.47	591.10	0.67	0.00
28.84	2986.85	626.16	2818.21	603.09	0.78	2862.07	598.04	0.82	2878.17	576.10	0.79	2964.46	616.53	0.59	2982.35	699.05	0.67	2845.93	608.97	0.79	2754.38	612.06	0.83	2672.82	611.21	0.83	3025.21	625.87	0.83	3139.24	631.06	0.74	3262.33	629.76	0.72	3031.86	658.80	0.77	3145.40	668.45	0.65	3252.01	622.52	0.44	0.00
28.86	2981.08	624.44	2804.14	594.87	0.73	2856.85	597.99	0.81	2873.16	575.47	0.83	2959.52	609.19	0.70	2998.17	672.31	0.29	2834.90	612.51	0.79	2744.15	618.37	0.82	2664.04	613.75	0.82	3023.76	629.20	0.77	3131.43	624.73	0.71	3259.45	622.53	0.57	3022.89	651.40	0.73	3139.06	674.14	0.69	3259.05	622.90	0.47	0.00
