#t	CM_X	CM_Y	0_X	0_Y	0_P	1_X	1_Y	1_P	2_X	2_Y	2_P	3_X	3_Y	3_P	4_X	4_Y	4_P	5_X	5_Y	5_P	6_X	6_Y	6_P	7_X	7_Y	7_P	8_X	8_Y	8_P	9_X	9_Y	9_P	10_X	10_Y	10_P	11_X	11_Y	11_P	12_X	12_Y	12_P	13_X	13_Y	13_P	z_plane
24.76	4939.15	984.52	4772.99	978.90	0.84	4832.09	953.20	0.80	4806.29	945.64	0.79	4727.07	950.18	0.75	4659.88	947.81	0.75	4805.88	942.79	0.79	4727.06	941.95	0.64	4657.01	940.40	0.75	4989.00	978.03	0.86	5088.87	1041.92	0.79	5207.29	1065.27	0.82	4988.91	978.26	0.87	5089.14	1042.28	0.76	5207.65	1066.07	0.79	0.00
24.78	4929.54	981.58	4761.87	978.41	0.84	4820.30	951.39	0.81	4792.64	945.47	0.78	4710.63	947.67	0.75	4646.06	942.54	0.71	4792.56	942.98	0.78	4712.93	937.66	0.66	4642.66	935.84	0.74	4978.34	975.89	0.86	5085.95	1031.67	0.74	5202.40	1073.16	0.83	4978.59	976.11	0.87	5086.39	1031.69	0.75	5202.30	1073.88	0.79	0.00
24.80	4919.00	978.87	4750.22	975.96	0.83	4810.39	951.36	0.81	4783.71	945.28	0.78	4703.33	946.28	0.75	4639.27	939.31	0.72	4782.44	941.40	0.78	4706.21	935.06	0.63	4637.04	931.04	0.75	4966.58	974.25	0.89	5076.20	1021.91	0.76	5189.60	1070.77	0.83	4966.86	974.59	0.89	5077.51	1022.50	0.73	5188.13	1071.43	0.78	0.00
24.82	4909.22	975.67	4739.50	972.70	0.82	4800.93	950.46	0.81	4774.39	945.42	0.79	4692.62	944.41	0.73	4626.94	935.39	0.69	4772.81	939.55	0.76	4695.44	931.82	0.59	4623.67	927.22	0.72	4957.20	974.19	0.89	5066.03	1012.21	0.75	5180.60	1057.61	0.78	4957.37	974.54	0.89	5066.96	1011.71	0.72	5179.51	1057.80	0.72	0.00
24.84	4900.69	973.79	4728.58	970.61	0.81	4788.15	950.19	0.82	4761.52	941.73	0.77	4683.03	942.33	0.71	4617.05	933.19	0.70	4761.05	937.80	0.77	4683.34	930.12	0.63	4613.15	924.67	0.73	4950.82	975.28	0.89	5060.51	1006.96	0.73	5180.31	1043.83	0.82	4950.81	975.23	0.88	5059.23	1005.02	0.67	5179.80	1043.71	0.77	0.00
24.86	4888.91	971.62	4718.48	968.17	0.82	4774.52	949.43	0.82	4748.34	939.42	0.77	4671.21	939.99	0.71	4603.30	930.08	0.70	4749.50	937.17	0.79	4671.98	929.09	0.64	4600.59	923.38	0.74	4938.76	974.97	0.89	5049.28	1001.68	0.74	5173.14	1027.34	0.79	4938.74	975.19	0.88	5049.64	1002.19	0.69	5173.47	1027.27	0.75	0.00
24.88	4878.76	969.94	4710.49	964.99	0.80	4763.59	947.64	0.82	4737.46	937.03	0.78	4659.68	938.61	0.71	4594.48	929.64	0.69	4738.60	935.16	0.80	4661.97	928.23	0.67	4589.99	924.28	0.74	4929.21	977.72	0.89	5039.05	996.51	0.76	5161.94	1010.42	0.80	4929.10	977.61	0.88	5039.39	996.92	0.73	5161.66	1010.82	0.76	0.00
24.90	4871.12	969.18	4705.80	959.45	0.77	4757.32	947.30	0.81	4733.68	934.18	0.77	4657.45	938.79	0.71	4586.71	931.26	0.68	4735.96	933.59	0.79	4655.97	928.05	0.65	4585.16	925.27	0.75	4920.95	979.90	0.87	5029.54	995.26	0.76	5148.14	994.85	0.76	4920.91	980.07	0.87	5029.65	995.35	0.74	5148.74	994.98	0.73	0.00
24.92	4860.27	969.12	4696.75	955.55	0.75	4746.51	945.97	0.80	4724.46	930.93	0.77	4648.61	937.17	0.71	4580.30	932.32	0.69	4725.52	930.76	0.79	4647.09	927.81	0.68	4575.93	927.11	0.74	4909.45	983.90	0.81	5018.89	994.02	0.76	5135.83	980.63	0.71	4909.12	984.94	0.82	5019.28	994.72	0.76	5135.75	981.04	0.70	0.00
24.94	4854.31	969.54	4695.45	952.32	0.74	4744.69	942.88	0.79	4721.23	929.02	0.76	4645.51	936.27	0.73	4574.94	933.93	0.71	4723.54	928.26	0.77	4643.82	927.80	0.71	4573.63	929.65	0.76	4900.09	988.88	0.86	5012.84	996.63	0.78	5122.63	969.28	0.68	4899.81	989.48	0.85	5012.46	996.94	0.76	5122.38	969.73	0.71	0.00
24.96	4842.24	969.68	4686.61	951.22	0.75	4737.34	937.69	0.79	4713.50	924.81	0.77	4637.17	935.38	0.74	4568.32	935.66	0.74	4714.67	923.29	0.79	4635.45	927.58	0.70	4567.18	930.76	0.74	4883.51	991.92	0.82	5000.90	1002.40	0.79	5106.64	959.28	0.73	4883.00	993.05	0.81	5000.11	1003.29	0.77	5106.79	959.60	0.72	0.00
24.98	4830.62	966.73	4675.02	949.66	0.79	4723.55	929.78	0.80	4700.25	919.59	0.80	4624.28	933.36	0.75	4558.94	937.03	0.74	4702.35	918.97	0.81	4623.48	926.83	0.70	4556.44	935.43	0.72	4874.33	987.08	0.87	4989.21	1011.42	0.81	5089.84	953.06	0.70	4874.03	987.76	0.86	4988.41	1011.23	0.81	5089.97	952.74	0.71	0.00
25.00	4819.82	965.71	4666.47	949.42	0.81	4714.55	926.53	0.81	4689.97	916.73	0.81	4614.09	932.79	0.73	4548.22	938.84	0.75	4691.25	915.69	0.82	4612.49	927.19	0.70	4545.63	937.30	0.72	4862.88	981.66	0.90	4976.89	1022.82	0.83	5076.45	949.60	0.72	4862.76	981.99	0.89	4975.86	1022.83	0.79	5076.06	950.00	0.70	0.00
25.02	4809.61	964.88	4657.23	949.59	0.83	4705.96	921.81	0.81	4680.33	914.31	0.81	4604.41	932.75	0.72	4538.31	939.95	0.73	4680.63	913.06	0.81	4602.53	926.98	0.69	4535.95	936.44	0.72	4853.25	977.20	0.88	4965.55	1032.50	0.84	5057.57	955.41	0.79	4853.03	977.50	0.88	4964.18	1032.80	0.81	5056.58	955.48	0.73	0.00
25.04	4800.86	965.56	4645.77	951.40	0.84	4697.84	921.26	0.82	4670.97	915.42	0.82	4593.72	933.31	0.71	4527.03	941.20	0.75	4671.20	913.90	0.83	4591.70	926.62	0.68	4523.54	935.68	0.71	4847.80	973.42	0.85	4953.33	1040.37	0.83	5043.54	965.82	0.80	4847.36	973.62	0.86	4951.98	1041.15	0.82	5040.75	967.46	0.75	0.00
25.06	4790.54	965.86	4634.67	952.23	0.85	4687.40	921.63	0.82	4661.26	916.30	0.82	4583.29	933.05	0.72	4515.89	940.03	0.74	4661.90	915.11	0.84	4582.30	925.80	0.69	4512.00	934.46	0.72	4838.00	969.07	0.85	4939.33	1043.83	0.83	5039.81	985.50	0.81	4837.90	969.78	0.86	4938.73	1044.46	0.83	5039.11	985.68	0.78	0.00
25.08	4784.53	965.23	4623.53	952.60	0.85	4678.76	921.00	0.81	4652.81	917.05	0.83	4575.67	931.50	0.73	4507.07	937.67	0.72	4652.76	916.02	0.84	4573.86	925.62	0.69	4506.13	931.15	0.75	4835.28	966.80	0.85	4931.10	1041.63	0.79	5045.89	1001.15	0.82	4834.83	967.10	0.85	4929.85	1042.15	0.80	5042.84	1002.22	0.82	0.00
25.10	4773.12	962.99	4611.01	953.04	0.84	4667.81	921.03	0.80	4640.94	917.61	0.83	4563.64	931.37	0.77	4495.60	936.77	0.73	4640.69	916.33	0.84	4563.24	925.04	0.69	4493.22	929.78	0.75	4822.28	960.50	0.87	4919.94	1035.82	0.81	5039.97	1020.95	0.80	4822.03	960.61	0.87	4919.49	1036.10	0.81	5040.44	1021.25	0.81	0.00
25.12	4762.52	962.03	4597.80	953.74	0.84	4655.44	924.22	0.79	4629.07	918.80	0.81	4552.62	930.75	0.75	4482.11	933.48	0.76	4629.10	917.15	0.83	4551.17	922.98	0.66	4480.08	926.47	0.76	4811.76	956.92	0.87	4912.21	1028.17	0.81	5032.07	1035.62	0.81	4811.52	956.97	0.87	4912.85	1029.10	0.81	5032.10	1036.74	0.80	0.00
25.14	4751.04	960.63	4582.97	954.32	0.85	4642.32	927.95	0.81	4615.42	921.44	0.80	4537.76	929.58	0.73	4473.99	929.48	0.76	4615.62	919.45	0.83	4538.73	920.45	0.69	4470.74	922.66	0.74	4800.23	953.08	0.87	4905.27	1019.52	0.80	5021.31	1046.50	0.78	4800.13	953.27	0.88	4904.61	1019.95	0.79	5022.59	1047.03	0.75	0.00
25.16	4739.81	958.17	4572.26	953.52	0.82	4630.81	930.33	0.79	4604.16	922.67	0.79	4525.78	928.21	0.73	4461.80	925.76	0.76	4603.31	921.22	0.79	4526.84	918.63	0.67	4460.15	918.13	0.73	4789.25	950.21	0.86	4895.25	1007.66	0.78	5006.89	1051.75	0.80	4789.08	950.16	0.88	4894.83	1007.70	0.79	5006.28	1051.33	0.76	0.00
25.18	4729.44	955.46	4560.40	954.00	0.81	4620.41	931.20	0.79	4594.22	923.51	0.79	4516.88	925.93	0.72	4452.43	920.59	0.76	4593.20	921.16	0.80	4517.18	917.89	0.68	4449.40	913.67	0.74	4778.13	947.47	0.88	4885.92	997.33	0.76	4995.93	1049.86	0.82	4778.16	947.49	0.89	4886.27	997.39	0.77	4996.96	1050.93	0.78	0.00
25.20	4715.34	951.36	4547.79	950.96	0.82	4606.21	929.79	0.79	4580.27	921.92	0.79	4502.45	922.51	0.73	4441.74	915.37	0.74	4579.33	920.82	0.79	4504.29	913.44	0.72	4439.03	908.07	0.75	4762.86	944.42	0.88	4872.82	988.41	0.77	4985.51	1038.93	0.80	4762.51	944.64	0.88	4873.25	988.33	0.77	4984.26	1039.49	0.75	0.00
25.22	4705.69	949.10	4536.85	948.93	0.81	4595.63	930.50	0.79	4569.48	921.47	0.79	4491.56	920.05	0.73	4432.69	911.63	0.73	4568.44	919.96	0.79	4494.67	911.38	0.73	4429.00	904.51	0.76	4751.79	944.28	0.89	4865.70	980.51	0.75	4982.43	1024.98	0.84	4751.67	944.84	0.89	4866.37	980.45	0.72	4982.12	1025.15	0.80	0.00
25.24	4698.93	948.54	4529.77	945.86	0.82	4586.06	930.24	0.80	4561.58	919.72	0.78	4483.82	918.49	0.74	4420.62	910.40	0.71	4562.07	916.76	0.79	4484.04	910.14	0.74	4417.85	902.68	0.76	4746.07	948.14	0.89	4860.85	977.20	0.75	4980.71	1009.32	0.85	4745.96	948.58	0.89	4861.22	976.53	0.73	4982.29	1009.51	0.81	0.00
25.26	4685.03	945.37	4514.46	942.68	0.80	4568.59	925.64	0.82	4543.73	916.34	0.79	4462.40	913.81	0.74	4394.36	904.16	0.70	4544.75	915.28	0.81	4464.22	907.91	0.73	4389.01	899.84	0.74	4734.08	949.57	0.88	4850.47	971.26	0.79	4973.73	992.20	0.84	4733.72	949.52	0.87	4852.07	971.76	0.78	4974.39	992.54	0.81	0.00
25.28	4675.41	943.80	4506.38	937.84	0.79	4560.01	923.18	0.80	4537.19	912.26	0.77	4456.37	912.82	0.72	4389.69	904.19	0.71	4537.47	910.57	0.80	4458.08	906.51	0.72	4387.00	900.77	0.73	4722.46	952.28	0.87	4841.64	968.43	0.76	4963.56	975.23	0.82	4722.10	952.32	0.86	4841.88	968.80	0.75	4963.56	975.58	0.80	0.00
25.30	4663.40	942.36	4499.62	933.15	0.79	4548.08	919.87	0.78	4526.74	909.27	0.76	4446.67	910.45	0.73	4378.58	905.38	0.73	4527.99	907.56	0.77	4447.43	902.67	0.70	4377.31	901.22	0.73	4708.02	954.98	0.85	4830.99	967.00	0.77	4953.78	959.99	0.81	4707.69	955.33	0.85	4830.81	967.54	0.76	4953.32	960.51	0.79	0.00
25.32	4650.83	941.16	4490.69	926.32	0.77	4536.96	914.34	0.79	4514.14	904.11	0.73	4435.34	908.73	0.74	4365.33	907.06	0.76	4516.42	901.13	0.76	4435.23	901.10	0.71	4361.25	903.29	0.69	4692.08	959.38	0.85	4820.73	967.74	0.78	4943.72	946.10	0.82	4691.90	959.63	0.84	4820.15	968.22	0.78	4943.58	946.32	0.81	0.00
25.34	4641.12	941.16	4484.62	924.62	0.78	4529.85	909.51	0.80	4507.91	898.99	0.76	4427.76	908.38	0.74	4355.87	909.38	0.73	4510.50	897.71	0.78	4425.49	901.52	0.71	4352.25	906.18	0.74	4681.47	962.86	0.87	4808.76	972.30	0.79	4928.09	935.24	0.83	4681.18	963.18	0.85	4807.96	972.48	0.80	4927.51	935.56	0.83	0.00
25.36	4635.00	941.59	4484.92	923.50	0.79	4529.40	907.68	0.77	4506.09	895.53	0.76	4428.25	908.25	0.71	4358.67	912.04	0.72	4508.26	894.00	0.77	4424.95	899.80	0.66	4357.28	908.21	0.72	4671.88	964.38	0.86	4798.76	978.67	0.80	4911.24	925.39	0.80	4671.58	964.70	0.83	4797.51	978.32	0.80	4910.92	925.54	0.81	0.00
25.38	4627.84	940.60	4477.38	921.12	0.81	4523.54	900.54	0.78	4501.24	889.97	0.79	4420.98	907.26	0.72	4351.14	913.89	0.73	4501.14	888.93	0.79	4417.44	899.02	0.68	4350.27	910.34	0.72	4666.05	964.74	0.85	4790.61	985.76	0.81	4892.91	919.89	0.79	4665.62	965.38	0.83	4789.21	985.97	0.81	4892.68	919.95	0.79	0.00
25.40	4619.36	940.82	4470.23	919.05	0.83	4517.48	899.88	0.79	4496.89	888.88	0.80	4416.40	907.05	0.72	4346.33	915.32	0.73	4497.67	888.32	0.80	4411.37	897.68	0.66	4345.97	910.06	0.73	4658.65	961.49	0.86	4777.00	996.07	0.82	4872.25	918.43	0.80	4658.52	962.00	0.84	4776.45	996.23	0.82	4871.66	918.69	0.77	0.00
25.42	4609.37	939.81	4458.69	918.88	0.85	4503.39	894.52	0.80	4488.92	887.27	0.80	4408.16	905.92	0.74	4336.34	915.50	0.72	4488.43	886.77	0.81	4403.16	898.23	0.66	4334.36	910.62	0.73	4652.85	957.32	0.83	4767.26	1005.17	0.82	4857.58	923.94	0.81	4652.24	957.82	0.83	4765.89	1005.89	0.81	4856.22	923.88	0.76	0.00
25.44	4601.50	939.52	4450.22	920.80	0.87	4497.12	892.15	0.79	4480.31	885.43	0.82	4400.60	904.42	0.73	4333.49	914.05	0.74	4480.26	885.58	0.82	4397.56	897.60	0.70	4330.71	908.93	0.67	4647.11	952.06	0.82	4753.36	1013.47	0.80	4844.99	936.71	0.81	4646.45	952.58	0.82	4752.62	1013.89	0.81	4843.46	938.50	0.77	0.00
25.46	4591.32	939.81	4438.97	919.99	0.87	4488.79	894.44	0.79	4470.97	887.18	0.82	4388.73	903.29	0.74	4319.92	911.70	0.74	4472.72	887.66	0.84	4386.62	897.27	0.70	4315.47	908.10	0.70	4636.99	946.72	0.83	4739.93	1018.38	0.80	4839.93	952.82	0.80	4636.43	947.21	0.83	4738.42	1018.46	0.81	4838.69	952.51	0.77	0.00
25.48	4580.87	937.92	4426.26	922.06	0.87	4477.63	894.73	0.78	4455.81	887.59	0.81	4377.16	900.90	0.74	4308.20	907.56	0.76	4455.38	886.07	0.82	4374.30	896.50	0.70	4305.44	905.49	0.70	4624.37	940.88	0.87	4731.36	1013.77	0.79	4844.53	970.01	0.80	4624.26	940.95	0.88	4730.67	1014.52	0.81	4844.45	969.62	0.80	0.00
25.50	4570.15	935.27	4412.53	923.23	0.88	4464.03	895.13	0.79	4439.67	887.19	0.82	4361.20	901.20	0.76	4291.69	904.12	0.74	4440.36	886.45	0.83	4359.64	895.90	0.73	4289.86	901.94	0.70	4616.48	932.92	0.87	4722.00	1008.01	0.79	4838.56	987.99	0.82	4615.73	933.29	0.87	4721.27	1008.94	0.81	4839.55	987.94	0.82	0.00
25.52	4560.77	933.30	4399.84	926.02	0.90	4452.69	897.25	0.79	4427.73	888.65	0.84	4348.91	898.79	0.77	4280.63	898.90	0.76	4428.44	888.22	0.85	4348.45	897.35	0.74	4279.68	900.52	0.72	4607.71	926.63	0.87	4713.05	1001.44	0.81	4837.80	1002.04	0.85	4607.18	926.82	0.87	4713.85	1002.00	0.82	4839.28	1002.42	0.85	0.00
25.54	4549.08	930.69	4387.63	926.07	0.90	4440.86	898.72	0.80	4415.49	889.20	0.86	4338.58	896.84	0.76	4268.90	893.75	0.74	4415.69	888.79	0.86	4337.83	896.50	0.74	4269.97	897.58	0.73	4594.72	921.11	0.87	4704.56	992.18	0.81	4826.79	1015.73	0.85	4594.28	921.44	0.86	4703.91	991.80	0.81	4827.74	1016.41	0.82	0.00
25.56	4540.28	929.91	4377.16	925.83	0.90	4431.18	901.87	0.80	4406.24	891.95	0.84	4328.69	896.87	0.77	4258.70	890.87	0.77	4408.30	890.89	0.84	4329.14	892.92	0.73	4257.71	889.81	0.71	4586.85	921.51	0.87	4697.54	980.62	0.76	4812.41	1022.62	0.82	4586.49	921.83	0.87	4697.56	981.04	0.79	4812.64	1023.02	0.79	0.00
25.58	4530.30	927.72	4364.73	926.05	0.90	4421.69	903.05	0.79	4395.65	892.40	0.85	4319.22	892.87	0.79	4248.33	883.49	0.76	4396.65	892.11	0.85	4318.29	891.62	0.78	4244.89	886.46	0.72	4576.26	919.85	0.90	4689.32	970.36	0.76	4800.52	1022.11	0.83	4576.13	920.34	0.90	4689.68	971.58	0.77	4801.93	1022.78	0.79	0.00
25.60	4518.81	924.50	4352.77	923.43	0.89	4409.49	903.29	0.80	4382.73	891.22	0.83	4306.59	891.43	0.78	4239.60	884.04	0.76	4383.18	890.36	0.84	4306.91	886.64	0.75	4237.65	879.07	0.74	4566.09	918.74	0.90	4676.62	960.13	0.75	4790.04	1011.55	0.83	4565.80	919.31	0.89	4677.01	959.97	0.75	4789.34	1012.01	0.79	0.00
25.62	4505.39	921.94	4339.40	921.46	0.87	4393.45	901.82	0.81	4367.22	889.26	0.83	4292.38	889.21	0.80	4227.67	881.86	0.75	4368.19	888.55	0.84	4292.96	884.49	0.77	4225.50	874.38	0.76	4551.31	918.77	0.89	4667.54	953.89	0.75	4784.68	998.39	0.78	4551.01	919.12	0.88	4668.31	953.82	0.74	4783.72	998.46	0.74	0.00
25.64	4497.26	918.51	4329.94	919.92	0.88	4384.16	899.82	0.81	4357.96	886.65	0.83	4282.81	887.44	0.77	4214.89	876.67	0.76	4360.46	885.72	0.84	4283.95	882.20	0.73	4213.36	872.41	0.75	4542.38	916.07	0.87	4661.96	949.11	0.77	4783.96	983.61	0.84	4542.07	916.28	0.87	4662.10	949.19	0.76	4784.54	983.94	0.81	0.00
25.66	4486.73	916.53	4318.83	916.70	0.88	4372.45	897.29	0.80	4347.08	883.05	0.83	4269.89	884.07	0.75	4201.38	874.84	0.74	4347.31	882.25	0.85	4270.66	879.68	0.73	4199.62	871.14	0.73	4531.36	918.40	0.87	4654.14	944.48	0.79	4779.66	967.75	0.82	4531.00	918.57	0.86	4653.68	944.63	0.79	4779.92	967.89	0.80	0.00
25.68	4479.08	913.84	4312.73	911.96	0.85	4363.47	892.52	0.79	4337.16	880.72	0.80	4261.98	882.06	0.75	4192.65	874.57	0.77	4338.39	881.10	0.80	4261.47	876.55	0.71	4191.89	871.01	0.73	4524.90	919.68	0.85	4645.14	941.19	0.79	4772.10	950.73	0.84	4524.50	920.02	0.84	4646.55	942.11	0.78	4772.38	951.11	0.81	0.00
25.70	4466.77	912.59	4303.72	906.66	0.85	4354.18	888.47	0.79	4328.25	876.27	0.81	4249.87	880.21	0.75	4182.14	873.93	0.74	4329.18	876.25	0.81	4250.94	876.51	0.74	4180.86	872.14	0.72	4507.42	923.81	0.83	4635.94	938.89	0.77	4764.51	936.22	0.84	4506.95	924.85	0.83	4635.67	939.01	0.77	4764.67	936.47	0.80	0.00
25.72	4455.64	911.57	4297.01	901.83	0.82	4343.14	884.59	0.78	4318.39	872.49	0.79	4241.02	879.29	0.75	4172.80	876.67	0.73	4319.58	871.82	0.80	4241.05	873.33	0.70	4170.87	872.69	0.72	4493.97	927.05	0.84	4626.44	939.94	0.79	4754.66	922.18	0.81	4493.65	927.75	0.83	4625.98	939.74	0.78	4754.64	922.77	0.79	0.00
25.74	4446.62	911.26	4289.94	898.05	0.81	4335.28	879.53	0.76	4309.27	866.29	0.78	4236.29	878.53	0.76	4167.96	878.94	0.74	4309.74	865.54	0.79	4235.04	872.00	0.71	4167.67	875.10	0.72	4484.44	931.13	0.84	4616.38	944.01	0.78	4739.01	910.55	0.81	4484.27	931.45	0.82	4615.67	943.52	0.78	4738.99	910.83	0.79	0.00
25.76	4438.98	911.49	4285.13	895.41	0.82	4330.37	875.55	0.77	4303.64	863.69	0.77	4229.06	877.87	0.76	4162.20	879.58	0.75	4305.21	862.70	0.79	4228.49	871.78	0.72	4162.67	877.57	0.72	4477.38	932.97	0.84	4604.72	951.35	0.80	4722.52	901.90	0.81	4476.95	933.54	0.82	4603.81	951.01	0.80	4722.16	901.74	0.79	0.00
25.78	4431.86	911.17	4278.31	892.68	0.82	4325.56	872.61	0.79	4299.22	860.23	0.78	4227.02	876.21	0.74	4161.08	880.73	0.74	4301.17	860.15	0.79	4223.91	871.19	0.71	4160.67	881.55	0.70	4471.42	931.67	0.83	4593.30	959.27	0.80	4702.67	896.81	0.78	4470.89	932.41	0.81	4592.85	959.06	0.79	4702.91	896.77	0.77	0.00
25.80	4424.80	911.31	4272.43	889.98	0.84	4319.78	868.74	0.78	4295.83	857.25	0.80	4219.32	875.93	0.76	4149.94	881.71	0.76	4296.63	857.02	0.81	4217.24	870.88	0.72	4147.91	883.43	0.70	4467.94	930.33	0.83	4581.56	970.31	0.78	4681.25	894.63	0.80	4467.41	931.26	0.83	4580.79	970.06	0.80	4680.44	895.25	0.74	0.00
25.82	4416.39	910.13	4263.05	890.09	0.85	4312.87	867.35	0.78	4290.84	857.37	0.82	4212.32	872.62	0.79	4145.19	880.80	0.74	4291.26	857.35	0.81	4212.21	872.66	0.74	4146.04	883.74	0.72	4459.86	924.66	0.83	4571.91	976.44	0.79	4664.80	896.73	0.79	4459.23	925.46	0.83	4570.54	976.67	0.78	4663.57	897.30	0.72	0.00
25.84	4406.89	908.94	4255.49	889.74	0.86	4305.21	863.74	0.79	4284.96	856.84	0.82	4204.32	873.94	0.76	4135.62	884.46	0.75	4285.80	857.31	0.83	4202.65	869.30	0.75	4136.22	881.35	0.68	4451.56	917.32	0.82	4559.09	984.77	0.76	4645.48	913.72	0.76	4450.72	918.05	0.81	4557.45	985.54	0.75	4644.63	914.07	0.72	0.00
25.86	4397.95	910.07	4244.06	889.12	0.86	4295.40	864.39	0.78	4274.49	857.16	0.82	4195.41	872.82	0.76	4124.04	883.70	0.79	4274.96	857.12	0.83	4191.25	868.72	0.71	4123.61	878.59	0.66	4445.69	914.18	0.84	4545.76	992.32	0.72	4640.41	931.90	0.73	4445.00	914.58	0.84	4544.34	992.46	0.75	4639.61	932.23	0.69	0.00
25.88	4388.66	909.38	4232.60	891.31	0.87	4288.61	865.09	0.79	4263.86	858.62	0.81	4183.07	871.92	0.75	4115.45	878.60	0.78	4264.06	858.32	0.81	4182.34	869.23	0.72	4113.17	876.75	0.67	4435.53	908.95	0.87	4532.62	991.39	0.76	4637.81	950.97	0.70	4435.26	909.28	0.87	4531.71	991.96	0.78	4640.62	950.37	0.67	0.00
25.90	4378.98	907.39	4220.54	893.80	0.89	4275.91	867.85	0.78	4251.17	858.99	0.83	4171.18	870.34	0.77	4103.72	873.60	0.78	4251.10	858.72	0.82	4170.57	869.02	0.74	4101.83	873.20	0.70	4428.03	901.03	0.86	4522.20	986.53	0.77	4637.73	967.37	0.74	4427.97	901.29	0.86	4521.92	986.68	0.77	4637.65	967.69	0.72	0.00
25.92	4368.14	903.79	4207.06	894.50	0.90	4263.24	867.97	0.79	4237.53	858.55	0.84	4156.73	867.63	0.81	4089.92	867.79	0.76	4238.52	858.83	0.84	4158.34	868.05	0.77	4089.73	869.74	0.71	4418.46	893.05	0.87	4512.38	977.62	0.80	4630.42	981.55	0.80	4418.16	893.39	0.86	4513.14	978.77	0.80	4630.96	982.09	0.77	0.00
25.94	4358.37	902.97	4194.48	894.92	0.89	4250.71	871.62	0.81	4223.95	861.45	0.84	4145.50	866.95	0.80	4078.66	865.12	0.75	4224.07	860.93	0.84	4146.68	862.91	0.73	4077.14	862.09	0.71	4407.92	891.41	0.87	4508.45	968.42	0.76	4627.83	992.98	0.79	4408.00	891.63	0.87	4508.24	969.23	0.76	4628.86	993.77	0.74	0.00
25.96	4348.25	901.65	4182.73	895.18	0.89	4238.22	873.26	0.80	4213.10	861.63	0.84	4135.74	864.58	0.81	4065.71	859.94	0.77	4214.58	861.50	0.84	4136.11	863.03	0.76	4064.93	860.30	0.71	4398.97	891.17	0.87	4501.45	956.88	0.74	4613.67	1000.06	0.83	4399.06	891.30	0.88	4501.84	958.74	0.73	4614.16	1000.48	0.79	0.00
25.98	4338.91	898.43	4171.48	893.89	0.88	4228.83	873.05	0.80	4203.01	861.68	0.85	4125.20	861.11	0.82	4057.45	853.33	0.74	4204.17	861.89	0.84	4126.81	862.39	0.78	4056.85	856.89	0.72	4387.95	889.11	0.86	4496.42	945.66	0.76	4606.50	1000.42	0.83	4387.98	889.03	0.88	4496.08	945.80	0.75	4605.52	999.91	0.78	0.00
26.00	4327.95	895.23	4161.20	892.61	0.87	4219.52	872.43	0.81	4193.13	860.61	0.85	4116.11	859.73	0.80	4050.81	851.79	0.76	4193.42	860.77	0.84	4118.08	857.69	0.76	4048.81	848.86	0.72	4374.24	886.97	0.89	4486.67	936.49	0.75	4596.80	992.69	0.80	4374.33	887.17	0.90	4486.56	936.61	0.73	4595.54	993.29	0.75	0.00
26.02	4318.49	892.35	4149.29	889.88	0.86	4206.02	872.12	0.82	4179.38	859.49	0.82	4102.71	857.47	0.78	4039.82	850.82	0.75	4181.73	860.13	0.83	4104.56	853.58	0.77	4036.25	845.62	0.77	4366.78	886.71	0.91	4480.91	927.51	0.74	4592.21	980.96	0.80	4366.62	886.63	0.90	4480.39	927.33	0.74	4591.35	980.42	0.73	0.00
26.04	4308.93	889.59	4137.98	886.92	0.87	4195.83	869.22	0.80	4169.47	856.37	0.83	4093.19	854.66	0.78	4030.49	844.12	0.73	4170.44	855.99	0.84	4094.01	853.55	0.77	4026.17	843.39	0.69	4355.20	886.63	0.90	4474.30	923.13	0.75	4592.19	964.18	0.83	4355.01	886.88	0.89	4473.75	923.49	0.75	4592.29	964.17	0.79	0.00
26.06	4298.67	887.23	4128.02	884.38	0.86	4183.29	867.80	0.80	4158.47	853.06	0.83	4082.07	851.59	0.77	4016.40	843.23	0.75	4160.90	853.82	0.84	4082.28	848.10	0.74	4012.74	840.14	0.72	4345.47	887.12	0.90	4465.11	918.91	0.77	4588.14	947.20	0.83	4345.34	887.27	0.88	4464.36	919.15	0.76	4588.57	947.23	0.80	0.00
26.08	4290.10	882.87	4120.62	878.44	0.88	4173.18	860.19	0.81	4147.64	848.98	0.80	4068.93	845.62	0.81	4006.15	836.85	0.76	4148.26	849.67	0.81	4069.81	847.59	0.75	4003.34	842.27	0.77	4339.44	886.50	0.88	4455.09	915.76	0.79	4579.76	930.93	0.84	4339.24	886.47	0.87	4454.33	915.99	0.79	4580.45	931.11	0.80	0.00
26.10	4283.69	882.26	4116.43	874.09	0.85	4166.45	856.89	0.80	4142.88	845.12	0.81	4062.63	845.60	0.77	3995.00	838.12	0.72	4145.09	844.85	0.82	4063.47	843.64	0.76	3993.29	838.54	0.76	4332.81	891.24	0.87	4448.56	914.03	0.79	4573.63	916.84	0.83	4332.50	891.93	0.85	4448.58	914.60	0.78	4573.75	917.39	0.79	0.00
